pfam	PF01868.11.hmm
pfam	PF01282.14.hmm
pfam	PF01655.13.hmm
pfam	PF01092.14.hmm
pfam	PF01000.21.hmm
pfam	PF00368.13.hmm
pfam	PF00827.12.hmm
pfam	PF01269.12.hmm
pfam	PF00466.15.hmm
pfam	PF01015.13.hmm
pfam	PF13685.1.hmm
pfam	PF02978.14.hmm
pfam	PF04919.7.hmm
pfam	PF01984.15.hmm
pfam	PF04104.9.hmm
pfam	PF00410.14.hmm
pfam	PF01798.13.hmm
pfam	PF01864.12.hmm
pfam	PF01990.12.hmm
pfam	PF07541.7.hmm
pfam	PF04019.7.hmm
pfam	PF00900.15.hmm
pfam	PF01090.14.hmm
pfam	PF02006.11.hmm
pfam	PF01157.13.hmm
pfam	PF01191.14.hmm
pfam	PF01866.12.hmm
pfam	PF01198.14.hmm
pfam	PF01496.14.hmm
pfam	PF00687.16.hmm
pfam	PF03874.11.hmm
pfam	PF01194.12.hmm
pfam	PF01200.13.hmm
pfam	PF13656.1.hmm
pfam	PF01280.15.hmm
tigrfam	TIGR00468.HMM
tigrfam	TIGR01060.HMM
tigrfam	TIGR03627.HMM
tigrfam	TIGR01020.HMM
tigrfam	TIGR02258.HMM
tigrfam	TIGR00293.HMM
tigrfam	TIGR00389.HMM
tigrfam	TIGR01012.HMM
tigrfam	TIGR00490.HMM
tigrfam	TIGR03677.HMM
tigrfam	TIGR03636.HMM
tigrfam	TIGR03722.HMM
tigrfam	TIGR00458.HMM
tigrfam	TIGR00291.HMM
tigrfam	TIGR00670.HMM
tigrfam	TIGR00064.HMM
tigrfam	TIGR03629.HMM
tigrfam	TIGR00021.HMM
tigrfam	TIGR03672.HMM
tigrfam	TIGR00111.HMM
tigrfam	TIGR03684.HMM
tigrfam	TIGR01077.HMM
tigrfam	TIGR01213.HMM
tigrfam	TIGR01080.HMM
tigrfam	TIGR00501.HMM
tigrfam	TIGR00729.HMM
tigrfam	TIGR01038.HMM
tigrfam	TIGR00270.HMM
tigrfam	TIGR03628.HMM
tigrfam	TIGR01028.HMM
tigrfam	TIGR00521.HMM
tigrfam	TIGR03671.HMM
tigrfam	TIGR00240.HMM
tigrfam	TIGR02390.HMM
tigrfam	TIGR02338.HMM
tigrfam	TIGR00037.HMM
tigrfam	TIGR02076.HMM
tigrfam	TIGR00335.HMM
tigrfam	TIGR01025.HMM
tigrfam	TIGR00471.HMM
tigrfam	TIGR00336.HMM
tigrfam	TIGR00522.HMM
tigrfam	TIGR02153.HMM
tigrfam	TIGR02651.HMM
tigrfam	TIGR03674.HMM
tigrfam	TIGR00323.HMM
tigrfam	TIGR00134.HMM
tigrfam	TIGR02236.HMM
tigrfam	TIGR03683.HMM
tigrfam	TIGR00491.HMM
tigrfam	TIGR00658.HMM
tigrfam	TIGR03680.HMM
tigrfam	TIGR00392.HMM
tigrfam	TIGR00422.HMM
tigrfam	TIGR00279.HMM
tigrfam	TIGR01052.HMM
tigrfam	TIGR00442.HMM
tigrfam	TIGR00308.HMM
tigrfam	TIGR00398.HMM
tigrfam	TIGR00456.HMM
tigrfam	TIGR00549.HMM
tigrfam	TIGR00408.HMM
tigrfam	TIGR00432.HMM
tigrfam	TIGR00264.HMM
tigrfam	TIGR00982.HMM
tigrfam	TIGR00324.HMM
tigrfam	TIGR01952.HMM
tigrfam	TIGR03626.HMM
tigrfam	TIGR03670.HMM
tigrfam	TIGR00337.HMM
tigrfam	TIGR01046.HMM
tigrfam	TIGR01018.HMM
tigrfam	TIGR00936.HMM
tigrfam	TIGR00463.HMM
tigrfam	TIGR01309.HMM
tigrfam	TIGR03653.HMM
tigrfam	TIGR00042.HMM
tigrfam	TIGR02389.HMM
tigrfam	TIGR00307.HMM
tigrfam	TIGR03673.HMM
tigrfam	TIGR00373.HMM
tigrfam	TIGR01008.HMM
tigrfam	TIGR00283.HMM
tigrfam	TIGR00425.HMM
tigrfam	TIGR00405.HMM
tigrfam	TIGR03665.HMM
tigrfam	TIGR00448.HMM
